Unnamed: 0,Order_Date,Season,Country,Category,Sub_Category,Product_Name,Unit_Price,Quantity,Discount,Revenue,Cost,Profit,Profit_Margin_%,Shipping_Cost,Shipping_Days,Payment_Method,Month,Year,revenue_per_unit,profit_per_unit,scost_per_revenue,net_revenue
6520,2023-03-10,Spring,France,Clothing,Men's Wear,Formal Shirt,27.15,3,0.1,73.3,55.68,17.62,24.04,64.74,8,Google Pay,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000002023,24.433333333333334,5.873333333333334,0.8832196452933151,1.1322211924621564
6521,2024-07-11,Summer,Italy,Clothing,Men's Wear,Chino Pants,36.04,5,0.2,144.16,110.66,33.5,23.24,34.21,5,Credit Card,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000002024,28.832,6.7,0.23730577136514985,4.213972522654195
6522,2023-03-09,Spring,Mexico,Electronics,Laptops,Lenovo ThinkPad X1,692.1,3,0.0,2076.3,1523.14,553.16,26.64,44.45,4,Bank Transfer,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000002023,692.1,184.38666666666666,0.021408274334152096,46.71091113610799
6523,2022-05-30,Spring,Canada,Clothing,Women's Wear,Blouse Top,55.62,2,0.4,66.74,69.9,-3.16,-4.73,39.55,7,Bank Transfer,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000002022,33.37,-1.58,0.5925981420437518,1.6874841972187105
6524,2024-09-12,Fall,Jordan,Electronics,Headphones,Sony WH-1000XM5,73.6,2,0.15,125.12,101.9,23.22,18.56,73.88,8,Cash on Delivery,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000002024,62.56,11.61,0.5904731457800511,1.6935571196534922
6525,2024-05-29,Spring,Egypt,Clothing,Women's Wear,Maxi Skirt,93.13,2,0.4,111.76,83.85,27.91,24.97,67.8,17,Debit Card,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000002024,55.88,13.955,0.6066571224051539,1.648377581120944
6526,2024-12-03,Winter,Italy,Home & Kitchen,Appliances,Microwave Oven,50.34,2,0.4,60.41,61.86,-1.45,-2.4,15.36,10,Debit Card,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000002024,30.205,-0.725,0.254262539314683,3.932942708333333
6527,2021-09-09,Fall,USA,Beauty & Health,Supplements,Collagen Peptides,17.68,2,0.5,17.68,20.01,-2.33,-13.18,4.53,9,Apple Pay,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000002021,8.84,-1.165,0.2562217194570136,3.9028697571743924
6528,2022-10-03,Fall,USA,Clothing,Men's Wear,Formal Shirt,34.09,1,0.4,20.45,15.91,4.54,22.2,74.66,9,Google Pay,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000002022,20.45,4.54,3.6508557457212714,0.2739083846772033
6529,2024-01-27,Winter,UK,Beauty & Health,Skincare,Hyaluronic Acid,70.42,1,0.25,52.81,49.44,3.37,6.38,13.6,10,Apple Pay,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000002024,52.81,3.37,0.25752698352584735,3.883088235294118
6530,2024-01-05,Winter,Canada,Electronics,Headphones,Bose QC45,124.7,1,0.2,99.76,90.52,9.24,9.26,25.46,8,Cash on Delivery,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000002024,99.76,9.24,0.25521251002405776,3.918303220738413
6531,2022-06-23,Summer,Kuwait,Beauty & Health,Supplements,Omega-3 Fish Oil,46.85,8,0.2,299.84,177.81,122.03,40.7,16.63,9,Credit Card,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000002022,37.48,15.25375,0.05546291355389541,18.030066145520145
6532,2023-01-05,Winter,Kuwait,Electronics,Tablets,Samsung Galaxy Tab S9,267.49,3,0.3,561.73,402.57,159.16,28.33,3.63,10,Google Pay,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000002023,187.24333333333334,53.053333333333335,0.0064621793388282625,154.7465564738292
6533,2023-08-13,Summer,Kuwait,Electronics,Headphones,JBL Tune 760NC,313.1,2,0.4,375.72,293.14,82.58,21.98,97.61,13,Debit Card,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000002023,187.86,41.29,0.2597945278398807,3.849195779120992
6534,2024-05-11,Spring,Canada,Electronics,Laptops,Lenovo ThinkPad X1,2288.3,3,0.5,3432.45,4836.51,-1404.06,-40.91,8.86,8,Apple Pay,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000002024,1144.1499999999999,-468.02,0.0025812466314148784,387.4097065462754
6535,2023-02-16,Winter,France,Clothing,Women's Wear,Blouse Top,24.23,5,0.15,102.98,87.32,15.66,15.21,47.58,13,PayPal,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000002023,20.596,3.132,0.4620314624198873,2.1643547709121482
6536,2022-06-04,Summer,India,Beauty & Health,Skincare,Moisturizing Cream,51.68,2,0.0,103.36,74.68,28.68,27.75,2.98,20,Bank Transfer,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000002022,51.68,14.34,0.0288312693498452,34.68456375838926
6537,2024-07-06,Summer,USA,Beauty & Health,Supplements,Vitamin D3,36.14,3,0.4,65.05,74.2,-9.15,-14.07,73.29,8,Debit Card,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000002024,21.683333333333334,-3.0500000000000003,1.1266717909300539,0.8875699276845408
6538,2024-01-23,Winter,India,Beauty & Health,Supplements,Multivitamin Pack,65.95,3,0.25,148.39,127.17,21.22,14.3,59.17,25,Bank Transfer,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000002024,49.46333333333333,7.073333333333333,0.3987465462632253,2.5078587121852287
6539,2024-02-14,Winter,India,Beauty & Health,Skincare,Retinol Night Cream,85.42,7,0.0,597.94,442.18,155.76,26.05,14.46,20,Cash on Delivery,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000002024,85.42,22.25142857142857,0.024183028397498075,41.35131396957123
6540,2022-10-01,Fall,Canada,Beauty & Health,Skincare,Moisturizing Cream,44.66,1,0.05,42.43,25.74,16.69,39.34,46.44,4,Apple Pay,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000002022,42.43,16.69,1.0945086024039594,0.9136520241171404
6541,2023-04-30,Spring,China,Books & Media,Books,Atomic Habits,22.79,3,0.05,64.95,44.52,20.43,31.45,18.76,13,Credit Card,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000002023,21.650000000000002,6.81,0.28883756735950733,3.4621535181236673
6542,2022-08-06,Summer,UK,Electronics,Tablets,iPad Pro 12.9,300.38,1,0.3,210.27,184.28,25.99,12.36,8.05,10,Bank Transfer,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000002022,210.27,25.99,0.03828411090502687,26.120496894409936
6543,2022-12-17,Winter,France,Clothing,Women's Wear,Yoga Pants,132.19,8,0.05,1004.64,489.25,515.39,51.3,15.49,13,PayPal,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000002022,125.58,64.42375,0.015418458353240962,64.85732730794061
6544,2023-10-16,Fall,Mexico,Beauty & Health,Supplements,Whey Protein 2kg,27.89,2,0.2,44.62,33.33,11.29,25.3,19.85,10,Bank Transfer,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000002023,22.31,5.645,0.4448677722994174,2.247858942065491
6545,2022-06-21,Summer,Canada,Books & Media,Books,Deep Work,24.67,2,0.5,24.67,28.6,-3.93,-15.93,4.79,8,Debit Card,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000002022,12.335,-1.965,0.19416295095257396,5.150313152400836
6546,2022-05-19,Spring,Japan,Electronics,Headphones,AirPods Pro,350.95,1,0.0,350.95,263.15,87.8,25.02,5.77,22,Credit Card,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000002022,350.95,87.8,0.016441088474141614,60.82322357019064
6547,2024-04-30,Spring,China,Electronics,Tablets,iPad Pro 12.9,250.81,10,0.15,2131.88,1418.48,713.4,33.46,16.92,18,Apple Pay,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000002024,213.18800000000002,71.34,0.007936656847477344,125.99763593380614
6548,2022-05-10,Spring,Mexico,Books & Media,Books,Atomic Habits,21.52,1,0.5,10.76,10.62,0.14,1.3,94.78,8,Credit Card,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000002022,10.76,0.14,8.808550185873607,0.11352606035028487
6549,2022-12-03,Winter,USA,Books & Media,Software,Photo Editing Suite,62.61,2,0.1,112.7,64.29,48.41,42.95,45.98,4,Bank Transfer,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000002022,56.35,24.205,0.4079858030168589,2.451065680730753
6550,2022-07-07,Summer,Kuwait,Clothing,Women's Wear,Blouse Top,41.89,1,0.5,20.95,31.31,-10.36,-49.45,75.57,7,PayPal,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000002022,20.95,-10.36,3.607159904534606,0.2772264125975917
6551,2022-07-02,Summer,Jordan,Home & Kitchen,Furniture,TV Stand,192.13,4,0.4,461.11,564.39,-103.28,-22.4,14.37,14,Cash on Delivery,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000002022,115.2775,-25.82,0.031163930515495215,32.0883785664579
6552,2023-10-29,Fall,Egypt,Home & Kitchen,Appliances,Air Fryer 5.5L,77.06,3,0.5,115.59,142.31,-26.72,-23.12,33.48,16,Apple Pay,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000002023,38.53,-8.906666666666666,0.2896444329094212,3.452508960573477
6553,2023-01-31,Winter,USA,Home & Kitchen,Furniture,Study Desk,416.7,6,0.5,1250.1,1128.9,121.2,9.7,19.93,7,Debit Card,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000002023,208.35,20.2,0.015942724582033437,62.72453587556447
6554,2024-08-13,Summer,Canada,Books & Media,Software,VPN Premium 1Y,145.41,1,0.2,116.33,107.84,8.49,7.3,12.86,9,PayPal,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000002024,116.33,8.49,0.11054758015988997,9.045878693623639
6555,2022-07-31,Summer,China,Books & Media,Books,Deep Work,29.81,2,0.05,56.64,32.5,24.14,42.62,30.38,12,Cash on Delivery,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000002022,28.32,12.07,0.5363700564971751,1.8643844634628046
6556,2022-01-04,Winter,Kuwait,Home & Kitchen,Appliances,Blender Pro,226.94,2,0.25,340.41,285.55,54.86,16.12,60.81,7,Apple Pay,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000002022,170.205,27.43,0.1786375253370935,5.597927972372966
6557,2023-07-21,Summer,Canada,Home & Kitchen,Kitchen Tools,Storage Container Set,32.58,2,0.5,32.58,42.03,-9.45,-29.01,98.53,6,Apple Pay,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000002023,16.29,-4.725,3.0242480049109886,0.3306607124733583
6558,2022-12-04,Winter,UAE,Electronics,Smartphones,Xiaomi 13,470.18,2,0.05,893.34,556.37,336.97,37.72,24.58,18,PayPal,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000002022,446.67,168.485,0.02751472003940269,36.34418226200163
6559,2024-07-21,Summer,Canada,Beauty & Health,Supplements,Multivitamin Pack,18.98,1,0.15,16.13,11.01,5.12,31.74,16.92,3,Google Pay,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000002024,16.13,5.12,1.0489770613763176,0.9533096926713946
6560,2023-09-16,Fall,Jordan,Books & Media,Software,Antivirus Pro,120.69,1,0.5,60.34,63.85,-3.51,-5.82,35.12,13,Credit Card,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000002023,60.34,-3.51,0.5820351342393105,1.7181093394077451
6561,2021-11-11,Fall,India,Electronics,Tablets,Amazon Fire HD 10,751.66,2,0.05,1428.15,960.58,467.57,32.74,44.22,22,PayPal,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000002021,714.075,233.785,0.030963134124566746,32.296472184531886
6562,2022-01-31,Winter,India,Clothing,Men's Wear,Classic T-Shirt,45.71,1,0.3,32.0,25.56,6.44,20.12,89.6,24,Bank Transfer,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000002022,32.0,6.44,2.8,0.35714285714285715
6563,2022-05-21,Spring,Singapore,Beauty & Health,Skincare,Vitamin C Serum,85.39,2,0.0,170.78,101.67,69.11,40.47,62.09,23,Credit Card,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000002022,85.39,34.555,0.3635671624311981,2.7505234337252373
6564,2023-10-22,Fall,USA,Beauty & Health,Skincare,Hyaluronic Acid,29.43,1,0.25,22.07,18.58,3.49,15.81,16.98,10,Apple Pay,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000002023,22.07,3.49,0.7693701857725419,1.2997644287396937
6565,2023-09-26,Fall,Mexico,Books & Media,Books,The Psychology of Money,13.14,1,0.0,13.14,8.08,5.06,38.51,61.44,10,Apple Pay,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000002023,13.14,5.06,4.675799086757991,0.21386718750000003
6566,2023-08-15,Summer,Germany,Electronics,Laptops,ASUS ZenBook,2244.13,2,0.0,4488.26,3342.43,1145.83,25.53,58.65,6,PayPal,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000002023,2244.13,572.915,0.01306742479268135,76.52617220801365
6567,2023-09-15,Fall,Germany,Electronics,Smartphones,OnePlus 11,416.23,10,0.5,2081.15,2889.54,-808.39,-38.84,4.8,12,Apple Pay,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000002023,208.115,-80.839,0.002306417125147154,433.5729166666667
6568,2024-06-14,Summer,Canada,Home & Kitchen,Furniture,Bedside Table,392.47,1,0.0,392.47,194.78,197.69,50.37,23.27,5,Credit Card,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000002024,392.47,197.69,0.05929115601192447,16.8659217877095
6569,2024-04-04,Spring,Spain,Books & Media,Software,Adobe Creative Cloud,239.63,1,0.25,179.72,114.59,65.13,36.24,9.98,11,Apple Pay,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000002024,179.72,65.13,0.055530825728911645,18.008016032064127
6570,2024-07-10,Summer,Mexico,Electronics,Laptops,HP Spectre x360,991.34,1,0.3,693.94,641.26,52.68,7.59,8.18,8,Google Pay,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000002024,693.94,52.68,0.011787762630774993,84.83374083129586
6571,2023-01-26,Winter,Mexico,Clothing,Footwear,Adidas Ultraboost,180.82,1,0.0,180.82,98.94,81.88,45.28,3.93,9,Credit Card,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000002023,180.82,81.88,0.021734321424621172,46.01017811704834
6572,2022-02-14,Winter,USA,Books & Media,Software,Antivirus Pro,31.66,3,0.25,71.23,62.44,8.79,12.34,91.51,6,Debit Card,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000002022,23.743333333333336,2.9299999999999997,1.2847114979643408,0.7783848759698394
6573,2024-06-25,Summer,UAE,Books & Media,Software,Microsoft Office 365,112.0,3,0.1,302.4,241.52,60.88,20.13,2.37,8,Debit Card,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000002024,100.8,20.293333333333333,0.007837301587301589,127.59493670886074
6574,2023-10-31,Fall,Mexico,Home & Kitchen,Appliances,Rice Cooker,143.74,4,0.2,459.97,272.32,187.65,40.8,4.89,7,Bank Transfer,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000002023,114.9925,46.9125,0.01063112811705111,94.0633946830266
6575,2022-09-19,Fall,UAE,Electronics,Headphones,Sony WH-1000XM5,135.83,1,0.1,122.25,67.92,54.33,44.44,21.64,17,Debit Card,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000002022,122.25,54.33,0.17701431492842537,5.649260628465804
6576,2021-02-22,Winter,Saudi Arabia,Clothing,Women's Wear,Blouse Top,73.91,2,0.05,140.43,85.63,54.8,39.02,19.97,12,Debit Card,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000002021,70.215,27.4,0.1422060813216549,7.032048072108163
6577,2022-08-24,Summer,UAE,Clothing,Women's Wear,Yoga Pants,131.56,1,0.0,131.56,89.91,41.65,31.66,83.73,15,PayPal,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000002022,131.56,41.65,0.6364396473092125,1.5712408933476651
6578,2022-06-02,Summer,UAE,Home & Kitchen,Furniture,Office Chair,94.78,1,0.05,90.04,58.16,31.88,35.41,18.28,7,Credit Card,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000002022,90.04,31.88,0.20302087960906265,4.925601750547046
6579,2024-05-11,Spring,Egypt,Electronics,Smartphones,Google Pixel 7,1163.29,1,0.05,1105.13,553.04,552.09,49.96,9.67,8,Bank Transfer,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000002024,1105.13,552.09,0.008750101797978518,114.2843846949328
6580,2023-06-15,Summer,India,Clothing,Footwear,Adidas Ultraboost,96.97,2,0.15,164.85,114.4,50.45,30.6,36.88,11,Cash on Delivery,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000002023,82.425,25.225,0.2237185319987868,4.469902386117136
6581,2023-06-20,Summer,Jordan,Home & Kitchen,Furniture,Office Chair,258.77,1,0.0,258.77,156.04,102.73,39.7,30.22,17,Bank Transfer,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000002023,258.77,102.73,0.11678324380724196,8.562872270019854
6582,2022-11-21,Fall,China,Beauty & Health,Supplements,Whey Protein 2kg,65.33,1,0.3,45.73,30.05,15.68,34.29,96.02,21,PayPal,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000002022,45.73,15.68,2.099715722720315,0.4762549468860654
6583,2023-02-08,Winter,Egypt,Electronics,Headphones,Bose QC45,171.82,1,0.05,163.23,82.82,80.41,49.26,9.03,17,Apple Pay,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000002023,163.23,80.41,0.05532071310420879,18.07641196013289
6584,2023-07-05,Summer,Spain,Beauty & Health,Skincare,Retinol Night Cream,59.69,3,0.1,161.16,89.98,71.18,44.17,33.69,5,Cash on Delivery,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000002023,53.72,23.72666666666667,0.20904690990320177,4.783615316117542
6585,2023-06-11,Summer,USA,Home & Kitchen,Kitchen Tools,Cutting Board Set,99.67,2,0.05,189.37,138.34,51.03,26.95,7.49,7,PayPal,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000002023,94.685,25.515,0.03955219939800391,25.283044058744995
6586,2023-01-31,Winter,Japan,Home & Kitchen,Kitchen Tools,Cutting Board Set,27.31,5,0.0,136.55,83.79,52.76,38.64,12.0,23,Google Pay,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000002023,27.310000000000002,10.552,0.08787989747345294,11.379166666666668
6587,2022-07-27,Summer,France,Beauty & Health,Supplements,Whey Protein 2kg,29.68,3,0.05,84.59,40.69,43.9,51.9,3.17,7,Credit Card,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000002022,28.19666666666667,14.633333333333333,0.03747487882728455,26.68454258675079
6588,2023-12-03,Winter,Kuwait,Home & Kitchen,Furniture,Bookshelf 5-Tier,430.5,2,0.5,430.5,550.54,-120.04,-27.88,5.23,17,PayPal,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000002023,215.25,-60.02,0.012148664343786296,82.31357552581261
6589,2022-10-29,Fall,Kuwait,Electronics,Headphones,Samsung Galaxy Buds,262.52,2,0.15,446.28,253.05,193.23,43.3,26.01,9,Cash on Delivery,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000002022,223.14,96.615,0.0582817961817693,17.15801614763552
6590,2022-01-08,Winter,Singapore,Books & Media,Software,Microsoft Office 365,152.44,1,0.25,114.33,84.52,29.81,26.07,40.98,20,PayPal,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000002022,114.33,29.81,0.3584361060089215,2.7898975109809663
6591,2022-02-13,Winter,Saudi Arabia,Beauty & Health,Skincare,Moisturizing Cream,80.01,1,0.0,80.01,57.53,22.48,28.1,36.9,16,Apple Pay,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000002022,80.01,22.48,0.4611923509561304,2.1682926829268294
6592,2023-05-18,Spring,Italy,Books & Media,Books,Rich Dad Poor Dad,39.77,5,0.15,169.02,90.76,78.26,46.3,48.56,5,PayPal,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000002023,33.804,15.652000000000001,0.2873032777186132,3.480642504118616
6593,2022-08-16,Summer,USA,Books & Media,Books,Rich Dad Poor Dad,24.67,7,0.5,86.34,127.88,-41.54,-48.11,14.45,6,Credit Card,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000002022,12.334285714285715,-5.934285714285714,0.1673615936993282,5.975086505190312
6594,2024-07-14,Summer,Jordan,Electronics,Laptops,ASUS ZenBook,2223.85,7,0.1,14010.25,9221.12,4789.13,34.18,96.72,17,Bank Transfer,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000002024,2001.4642857142858,684.1614285714286,0.00690351706786103,144.85370140612076
6595,2024-02-12,Winter,India,Clothing,Footwear,Nike Air Max,170.83,2,0.0,341.66,247.81,93.85,27.47,7.72,17,Cash on Delivery,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000002024,170.83,46.925,0.02259556284025054,44.25647668393783
6596,2021-11-26,Fall,Germany,Electronics,Tablets,Lenovo Tab P12,1069.49,2,0.3,1497.29,1099.57,397.72,26.56,10.96,6,Apple Pay,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000002021,748.645,198.86,0.007319891270228213,136.6140510948905
6597,2023-07-03,Summer,Canada,Electronics,Smartphones,iPhone 14,1017.04,5,0.15,4322.42,2558.29,1764.13,40.81,7.1,9,Bank Transfer,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000002023,864.484,352.826,0.0016425983592524558,608.7915492957746
6598,2024-11-10,Fall,Canada,Home & Kitchen,Kitchen Tools,Knife Block Set,48.79,2,0.3,68.31,56.59,11.72,17.16,87.17,5,Bank Transfer,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000002024,34.155,5.86,1.2760942760942762,0.7836411609498681
6599,2022-12-19,Winter,Canada,Home & Kitchen,Appliances,Rice Cooker,284.34,1,0.05,270.12,147.54,122.58,45.38,9.64,10,Debit Card,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000002022,270.12,122.58,0.03568784244039686,28.020746887966805
6600,2021-03-26,Spring,UK,Home & Kitchen,Furniture,Bedside Table,495.71,2,0.1,892.28,449.57,442.71,49.62,91.3,10,PayPal,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000002021,446.14,221.355,0.10232214103196306,9.773055859802847
6601,2023-06-30,Summer,Jordan,Clothing,Women's Wear,High-Waist Jeans,86.68,4,0.05,329.38,190.68,138.7,42.11,5.89,13,Credit Card,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000002023,82.345,34.675,0.017882081486429047,55.921901528013585
6602,2023-05-18,Spring,Jordan,Clothing,Women's Wear,Maxi Skirt,74.37,6,0.0,446.22,219.05,227.17,50.91,17.03,7,Credit Card,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000002023,74.37,37.861666666666665,0.03816503070234414,26.201996476805636
6603,2023-08-27,Summer,Mexico,Beauty & Health,Supplements,Collagen Peptides,15.58,5,0.0,77.9,35.85,42.05,53.98,5.6,8,Bank Transfer,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000002023,15.580000000000002,8.41,0.07188703465982027,13.910714285714288
6604,2022-04-16,Spring,Japan,Beauty & Health,Supplements,Collagen Peptides,38.48,5,0.25,144.3,134.02,10.28,7.12,95.52,18,Credit Card,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000002022,28.860000000000003,2.056,0.6619542619542619,1.5106783919597992
6605,2023-10-01,Fall,China,Beauty & Health,Skincare,Retinol Night Cream,23.23,1,0.0,23.23,12.93,10.3,44.34,3.43,21,Debit Card,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000002023,23.23,10.3,0.14765389582436506,6.772594752186588
6606,2022-06-17,Summer,Italy,Beauty & Health,Supplements,Collagen Peptides,79.83,6,0.25,359.24,226.55,132.69,36.94,9.04,8,Credit Card,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000002022,59.873333333333335,22.115,0.025164235608506846,39.73893805309735
6607,2021-08-08,Summer,Italy,Beauty & Health,Supplements,Omega-3 Fish Oil,33.86,2,0.1,60.95,31.2,29.75,48.81,11.15,5,Google Pay,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000002021,30.475,14.875,0.18293683347005743,5.466367713004485
6608,2022-11-15,Fall,Spain,Electronics,Smartphones,iPhone 14,944.03,3,0.0,2832.09,1330.26,1501.83,53.03,39.48,5,PayPal,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000002022,944.0300000000001,500.60999999999996,0.01394023495016048,71.73480243161096
6609,2024-02-14,Winter,Canada,Clothing,Footwear,Converse Chuck Taylor,172.13,2,0.15,292.62,196.68,95.94,32.79,41.29,8,Debit Card,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000002024,146.31,47.97,0.1411045041350557,7.086945991765561
6610,2023-03-10,Spring,UK,Clothing,Men's Wear,Hoodie Sweatshirt,48.34,9,0.25,326.3,297.89,28.41,8.71,52.68,7,Apple Pay,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000002023,36.25555555555556,3.1566666666666667,0.16144652160588416,6.194001518602885
6611,2023-12-25,Winter,India,Clothing,Men's Wear,Classic T-Shirt,77.92,6,0.1,420.77,325.1,95.67,22.74,38.55,17,Apple Pay,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000002023,70.12833333333333,15.945,0.09161774841362263,10.914915693904021
6612,2023-03-21,Spring,Singapore,Beauty & Health,Skincare,Retinol Night Cream,65.75,1,0.2,52.6,32.15,20.45,38.88,47.19,12,Apple Pay,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000002023,52.6,20.45,0.897148288973384,1.1146429328247511
6613,2023-02-23,Winter,Kuwait,Beauty & Health,Supplements,Whey Protein 2kg,25.97,3,0.2,62.33,37.92,24.41,39.16,2.86,17,Debit Card,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000002023,20.776666666666667,8.136666666666667,0.0458848066741537,21.793706293706293
6614,2022-02-09,Winter,Singapore,Electronics,Tablets,Amazon Fire HD 10,746.48,1,0.5,373.24,379.56,-6.32,-1.69,8.96,24,Cash on Delivery,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000002022,373.24,-6.32,0.024006001500375095,41.65625
6615,2021-09-21,Fall,Italy,Home & Kitchen,Kitchen Tools,Mixing Bowl Set,44.38,2,0.3,62.13,51.28,10.85,17.46,84.52,6,Google Pay,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000002021,31.065,5.425,1.3603734105906968,0.7350922858495031
6616,2024-02-02,Winter,Spain,Clothing,Footwear,Nike Air Max,60.36,1,0.4,36.22,30.28,5.94,16.4,28.22,7,Apple Pay,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000002024,36.22,5.94,0.7791275538376587,1.2834868887313962
6617,2023-10-01,Fall,China,Beauty & Health,Skincare,Hyaluronic Acid,12.31,7,0.2,68.94,54.52,14.42,20.92,23.42,24,Cash on Delivery,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000002023,9.848571428571429,2.06,0.33971569480707864,2.9436379163108453
6618,2022-08-18,Summer,Japan,Clothing,Footwear,Puma Running Shoes,96.42,3,0.05,274.8,200.58,74.22,27.01,12.22,18,Apple Pay,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000002022,91.60000000000001,24.74,0.044468704512372635,22.48772504091653
