Order_Date,Year,Month,Quarter,Season,Customer_Gender,Customer_Segment,Region,Country,Category,Sub_Category,Product_Name,Unit_Price,Quantity,Discount,Revenue,Cost,Profit,Profit_Margin_%,Shipping_Cost,Shipping_Method,Shipping_Days,Payment_Method,Order_Status,Order_Month,Order_Quarter,Order_Year,revenue_per_unit,profit_per_unit,scost_per_revenue,net_revenue
2022-12-30,2022,December,Q4,Winter,Female,Regular,Europe,Spain,Home & Kitchen,Kitchen Tools,Knife Block Set,136.75,4,0.15,464.95,374.41,90.54,19.47,44.4,Express,8,Debit Card,Returned,12,4,2022,116.2375,22.635,0.09549413915474782,10.471846846846846
2022-12-30,2022,December,Q4,Winter,Male,New,Europe,Germany,Books & Media,Books,Atomic Habits,25.22,1,0.4,15.13,15.66,-0.53,-3.5,14.02,Standard,6,Google Pay,Delivered,12,4,2022,15.13,-0.53,0.9266358228684731,1.0791726105563482
2022-12-30,2022,December,Q4,Winter,Female,Regular,Middle East,UAE,Beauty & Health,Skincare,Moisturizing Cream,76.98,5,0.05,365.66,199.5,166.16,45.44,4.6,Economy,18,Debit Card,Delivered,12,4,2022,73.132,33.232,0.012579992342613354,79.4913043478261
2022-12-30,2022,December,Q4,Winter,Male,New,Middle East,Jordan,Home & Kitchen,Kitchen Tools,Mixing Bowl Set,145.65,4,0.05,553.47,319.13,234.34,42.34,55.69,Overnight,16,Credit Card,Returned,12,4,2022,138.3675,58.585,0.10061972645310495,9.938409050098763
2022-12-30,2022,December,Q4,Winter,Male,VIP,Asia,India,Clothing,Men's Wear,Formal Shirt,30.18,2,0.5,30.18,28.71,1.47,4.87,15.28,Standard,21,Apple Pay,Delivered,12,4,2022,15.09,0.735,0.5062955599734924,1.975130890052356
2022-12-30,2022,December,Q4,Winter,Male,Regular,Middle East,UAE,Clothing,Men's Wear,Classic T-Shirt,74.96,9,0.2,539.71,436.75,102.96,19.08,61.04,Overnight,18,Bank Transfer,Returned,12,4,2022,59.96777777777778,11.44,0.11309777473087398,8.841906946264745
2022-12-30,2022,December,Q4,Winter,Female,Regular,North America,Canada,Electronics,Tablets,Lenovo Tab P12,228.09,1,0.3,159.66,144.18,15.48,9.7,6.1,Economy,3,Debit Card,Delivered,12,4,2022,159.66,15.48,0.03820618814981836,26.17377049180328
2022-12-30,2022,December,Q4,Winter,Male,VIP,North America,Canada,Beauty & Health,Skincare,Retinol Night Cream,51.02,3,0.4,91.84,70.07,21.77,23.7,22.67,Express,4,Google Pay,Delivered,12,4,2022,30.613333333333333,7.256666666666667,0.24684233449477352,4.051168945743273
2022-12-30,2022,December,Q4,Winter,Female,Regular,Asia,Japan,Books & Media,Software,VPN Premium 1Y,48.05,1,0.0,48.05,25.81,22.24,46.29,9.11,Standard,25,Bank Transfer,Delivered,12,4,2022,48.05,22.24,0.18959417273673257,5.274423710208562
2022-12-30,2022,December,Q4,Winter,Female,Premium,Europe,Italy,Books & Media,Books,Thinking Fast and Slow,13.93,8,0.0,111.44,75.76,35.68,32.02,95.26,Overnight,11,Cash on Delivery,Delivered,12,4,2022,13.93,4.46,0.8548097631012205,1.1698509342851144
2022-12-31,2022,December,Q4,Winter,Female,Premium,North America,USA,Beauty & Health,Skincare,Sunscreen SPF50,53.49,7,0.0,374.43,257.12,117.31,31.33,8.53,Standard,9,Google Pay,Delivered,12,4,2022,53.49,16.75857142857143,0.022781294233902197,43.895662368112546
2022-12-31,2022,December,Q4,Winter,Female,New,North America,Canada,Home & Kitchen,Appliances,Blender Pro,191.86,3,0.2,460.46,274.02,186.44,40.49,3.35,Economy,9,PayPal,Delivered,12,4,2022,153.48666666666665,62.14666666666667,0.007275333362289885,137.4507462686567
2022-12-31,2022,December,Q4,Winter,Male,Regular,North America,Canada,Home & Kitchen,Kitchen Tools,Mixing Bowl Set,102.18,2,0.0,204.36,140.0,64.36,31.49,16.64,Standard,10,Bank Transfer,Delivered,12,4,2022,102.18,32.18,0.08142493638676844,12.28125
2022-12-31,2022,December,Q4,Winter,Male,Regular,North America,Canada,Beauty & Health,Skincare,Hyaluronic Acid,48.57,2,0.3,68.0,72.73,-4.73,-6.96,4.12,Economy,9,Credit Card,Delivered,12,4,2022,34.0,-2.365,0.06058823529411765,16.504854368932037
2022-12-31,2022,December,Q4,Winter,Male,Regular,Europe,France,Home & Kitchen,Kitchen Tools,Knife Block Set,70.81,3,0.3,148.7,101.52,47.18,31.73,8.51,Standard,10,Debit Card,Delivered,12,4,2022,49.56666666666666,15.726666666666667,0.05722932078009415,17.473560517038777
2022-12-31,2022,December,Q4,Winter,Male,New,North America,USA,Home & Kitchen,Kitchen Tools,Cutting Board Set,45.78,2,0.0,91.56,41.31,50.25,54.88,5.5,Economy,5,Google Pay,Delivered,12,4,2022,45.78,25.125,0.0600698995194408,16.64727272727273
2022-12-31,2022,December,Q4,Winter,Female,New,North America,USA,Electronics,Laptops,Lenovo ThinkPad X1,2411.95,2,0.1,4341.51,2209.46,2132.05,49.11,16.78,Standard,5,PayPal,Delivered,12,4,2022,2170.755,1066.025,0.0038650147068646622,258.7312276519666
2022-12-31,2022,December,Q4,Winter,Female,Regular,Middle East,Kuwait,Clothing,Footwear,Converse Chuck Taylor,117.02,1,0.5,58.51,85.77,-27.26,-46.59,15.97,Standard,16,Cash on Delivery,Delivered,12,4,2022,58.51,-27.26,0.27294479576140834,3.6637445209768313
2023-01-01,2023,January,Q1,Winter,Female,New,North America,USA,Clothing,Men's Wear,Chino Pants,64.26,1,0.1,57.83,38.03,19.8,34.24,13.9,Standard,5,Cash on Delivery,Delivered,1,1,2023,57.83,19.8,0.24035967490921667,4.160431654676259
2023-01-01,2023,January,Q1,Winter,Male,Regular,Middle East,Jordan,Clothing,Women's Wear,High-Waist Jeans,57.45,1,0.25,43.09,26.21,16.88,39.17,7.58,Standard,15,Bank Transfer,Returned,1,1,2023,43.09,16.88,0.1759108841958691,5.6846965699208445
2023-01-01,2023,January,Q1,Winter,Female,Regular,Asia,India,Clothing,Footwear,Nike Air Max,66.41,1,0.5,33.2,30.85,2.35,7.08,11.58,Standard,19,Google Pay,Delivered,1,1,2023,33.2,2.35,0.34879518072289156,2.8670120898100175
2023-01-01,2023,January,Q1,Winter,Female,Regular,Middle East,Saudi Arabia,Books & Media,Books,The Psychology of Money,10.63,6,0.0,63.78,44.99,18.79,29.46,7.08,Economy,18,PayPal,Delivered,1,1,2023,10.63,3.1316666666666664,0.11100658513640639,9.008474576271187
2023-01-01,2023,January,Q1,Winter,Female,VIP,Europe,UK,Home & Kitchen,Furniture,TV Stand,105.28,3,0.25,236.88,160.51,76.37,32.24,8.37,Economy,7,Apple Pay,Delivered,1,1,2023,78.96,25.456666666666667,0.035334346504559265,28.301075268817208
2023-01-01,2023,January,Q1,Winter,Female,New,Europe,Spain,Beauty & Health,Supplements,Collagen Peptides,67.7,1,0.15,57.55,32.27,25.28,43.93,60.53,Overnight,7,PayPal,Cancelled,1,1,2023,57.55,25.28,1.0517810599478714,0.9507682141087064
2023-01-01,2023,January,Q1,Winter,Male,New,Asia,China,Electronics,Smartphones,Samsung Galaxy S23,1161.9,5,0.15,4938.07,3894.38,1043.69,21.14,15.96,Standard,21,Google Pay,Delivered,1,1,2023,987.6139999999999,208.738,0.0032320319477042656,309.4028822055138
2023-01-02,2023,January,Q1,Winter,Male,New,Europe,Germany,Electronics,Headphones,Sony WH-1000XM5,329.3,1,0.5,164.65,204.31,-39.66,-24.09,41.74,Express,14,Apple Pay,Delivered,1,1,2023,164.65,-39.66,0.253507440024294,3.9446574029707713
2023-01-02,2023,January,Q1,Winter,Female,Regular,Asia,Singapore,Clothing,Men's Wear,Formal Shirt,23.73,4,0.15,80.68,68.08,12.6,15.62,17.98,Standard,23,Cash on Delivery,Delivered,1,1,2023,20.17,3.15,0.22285572632622705,4.487208008898777
2023-01-02,2023,January,Q1,Winter,Female,New,Middle East,Jordan,Beauty & Health,Skincare,Sunscreen SPF50,84.08,6,0.15,428.81,319.06,109.75,25.59,67.67,Overnight,14,Google Pay,Delivered,1,1,2023,71.46833333333333,18.291666666666668,0.15780881975700195,6.336781439337964
2023-01-02,2023,January,Q1,Winter,Female,VIP,Middle East,UAE,Home & Kitchen,Kitchen Tools,Mixing Bowl Set,104.31,1,0.0,104.31,62.77,41.54,39.82,8.58,Economy,8,Bank Transfer,Delivered,1,1,2023,104.31,41.54,0.0822548173712971,12.157342657342657
2023-01-02,2023,January,Q1,Winter,Male,Regular,Europe,Germany,Books & Media,Books,Thinking Fast and Slow,39.04,1,0.0,39.04,26.96,12.08,30.94,8.98,Standard,14,Google Pay,Delivered,1,1,2023,39.04,12.08,0.23002049180327871,4.347438752783964
2023-01-02,2023,January,Q1,Winter,Male,Regular,Middle East,Egypt,Home & Kitchen,Furniture,Study Desk,366.0,5,0.0,1830.0,886.0,944.0,51.58,7.8,Economy,16,Debit Card,Delivered,1,1,2023,366.0,188.8,0.004262295081967213,234.6153846153846
2023-01-02,2023,January,Q1,Winter,Female,VIP,North America,Mexico,Beauty & Health,Skincare,Vitamin C Serum,24.27,6,0.5,72.81,98.76,-25.95,-35.64,5.5,Economy,6,Bank Transfer,Delivered,1,1,2023,12.135,-4.325,0.07553907430298036,13.238181818181818
2023-01-02,2023,January,Q1,Winter,Female,Regular,Europe,Germany,Home & Kitchen,Appliances,Microwave Oven,255.36,10,0.2,2042.88,1904.69,138.19,6.76,7.07,Economy,7,Bank Transfer,Delivered,1,1,2023,204.288,13.818999999999999,0.003460800438596491,288.950495049505
2023-01-02,2023,January,Q1,Winter,Female,Premium,Asia,India,Books & Media,Software,Photo Editing Suite,194.11,3,0.15,494.98,362.57,132.41,26.75,66.85,Overnight,22,Credit Card,Delivered,1,1,2023,164.99333333333334,44.13666666666666,0.13505596185704472,7.4043380703066575
2023-01-03,2023,January,Q1,Winter,Female,Regular,Europe,Spain,Beauty & Health,Skincare,Moisturizing Cream,22.53,5,0.1,101.39,72.24,29.15,28.75,62.19,Overnight,5,Debit Card,Cancelled,1,1,2023,20.278,5.83,0.6133741000098629,1.6303264190384308
2023-01-03,2023,January,Q1,Winter,Male,Regular,North America,Canada,Electronics,Tablets,Lenovo Tab P12,974.12,1,0.1,876.71,636.27,240.44,27.43,38.36,Express,5,Cash on Delivery,Delivered,1,1,2023,876.71,240.44,0.04375449122286731,22.854796663190825
2023-01-03,2023,January,Q1,Winter,Female,Premium,Europe,Italy,Home & Kitchen,Furniture,Office Chair,383.5,2,0.4,460.2,416.85,43.35,9.42,9.06,Economy,11,Google Pay,Delivered,1,1,2023,230.1,21.675,0.019687092568448503,50.794701986754966
2023-01-03,2023,January,Q1,Winter,Female,Regular,Europe,France,Home & Kitchen,Appliances,Microwave Oven,261.06,2,0.3,365.48,319.53,45.95,12.57,14.16,Standard,6,PayPal,Delivered,1,1,2023,182.74,22.975,0.03874357009959505,25.810734463276837
2023-01-03,2023,January,Q1,Winter,Male,Regular,North America,Canada,Clothing,Men's Wear,Slim Fit Jeans,66.86,2,0.0,133.72,98.13,35.59,26.62,79.15,Overnight,10,Credit Card,Delivered,1,1,2023,66.86,17.795,0.5919084654501945,1.6894504106127604
2023-01-03,2023,January,Q1,Winter,Female,Regular,Europe,France,Electronics,Tablets,Samsung Galaxy Tab S9,853.96,2,0.4,1024.75,1078.86,-54.11,-5.28,11.39,Standard,6,Credit Card,Processing,1,1,2023,512.375,-27.055,0.011114906074652355,89.96927129060579
2023-01-03,2023,January,Q1,Winter,Female,VIP,Middle East,Saudi Arabia,Home & Kitchen,Appliances,Rice Cooker,248.6,1,0.0,248.6,129.6,119.0,47.87,8.67,Economy,13,Bank Transfer,Returned,1,1,2023,248.6,119.0,0.03487530168946098,28.67358708189158
2023-01-03,2023,January,Q1,Winter,Female,Premium,Europe,UK,Beauty & Health,Skincare,Moisturizing Cream,88.53,1,0.25,66.4,48.43,17.97,27.06,69.18,Overnight,12,Debit Card,Cancelled,1,1,2023,66.4,17.97,1.041867469879518,0.9598149754264238
2023-01-03,2023,January,Q1,Winter,Female,Regular,Asia,India,Clothing,Women's Wear,Maxi Skirt,129.34,4,0.3,362.15,359.11,3.04,0.84,49.23,Express,20,Bank Transfer,Returned,1,1,2023,90.5375,0.76,0.13593814717658428,7.356286816981515
2023-01-03,2023,January,Q1,Winter,Female,Regular,Asia,Singapore,Books & Media,Books,Deep Work,33.64,3,0.25,75.69,70.45,5.24,6.92,6.64,Standard,16,Bank Transfer,Processing,1,1,2023,25.23,1.7466666666666668,0.08772625181662043,11.399096385542169
2023-01-03,2023,January,Q1,Winter,Male,Regular,Asia,China,Electronics,Tablets,Amazon Fire HD 10,391.45,2,0.25,587.17,378.04,209.13,35.62,59.59,Overnight,13,Debit Card,Delivered,1,1,2023,293.585,104.565,0.10148679258136487,9.853498909212954
2023-01-03,2023,January,Q1,Winter,Female,New,Middle East,Jordan,Electronics,Smartphones,Samsung Galaxy S23,903.45,2,0.25,1355.18,1305.04,50.14,3.7,4.78,Economy,10,Credit Card,Cancelled,1,1,2023,677.59,25.07,0.00352720671792677,283.510460251046
2023-01-03,2023,January,Q1,Winter,Female,Premium,North America,Canada,Clothing,Women's Wear,Yoga Pants,134.75,5,0.1,606.38,351.77,254.61,41.99,7.23,Economy,10,Google Pay,Cancelled,1,1,2023,121.276,50.922000000000004,0.011923216464922986,83.86998616874135
2023-01-04,2023,January,Q1,Winter,Male,New,North America,Canada,Books & Media,Books,Thinking Fast and Slow,35.99,2,0.0,71.98,39.95,32.03,44.5,16.12,Standard,4,Cash on Delivery,Delivered,1,1,2023,35.99,16.015,0.22395109752709086,4.465260545905707
2023-01-04,2023,January,Q1,Winter,Male,Regular,Middle East,Kuwait,Clothing,Women's Wear,Maxi Skirt,107.09,1,0.0,107.09,62.98,44.11,41.19,7.19,Economy,13,Bank Transfer,Processing,1,1,2023,107.09,44.11,0.06713978896255486,14.894297635605007
2023-01-04,2023,January,Q1,Winter,Female,VIP,Asia,India,Books & Media,Books,Atomic Habits,19.03,1,0.25,14.27,9.41,4.86,34.06,7.49,Standard,14,Apple Pay,Delivered,1,1,2023,14.27,4.86,0.5248773651016118,1.9052069425901201
2023-01-05,2023,January,Q1,Winter,Male,Regular,North America,USA,Beauty & Health,Skincare,Retinol Night Cream,50.54,1,0.4,30.32,32.93,-2.61,-8.61,7.11,Economy,10,Bank Transfer,Delivered,1,1,2023,30.32,-2.61,0.2344986807387863,4.2644163150492265
2023-01-05,2023,January,Q1,Winter,Female,Regular,Europe,Spain,Clothing,Women's Wear,High-Waist Jeans,95.1,3,0.5,142.65,210.08,-67.43,-47.27,59.83,Overnight,9,Credit Card,Delivered,1,1,2023,47.550000000000004,-22.47666666666667,0.4194181563266737,2.384255390272439
2023-01-05,2023,January,Q1,Winter,Male,Regular,Europe,Italy,Beauty & Health,Skincare,Vitamin C Serum,78.76,2,0.05,149.64,102.23,47.41,31.68,10.56,Standard,12,Bank Transfer,Returned,1,1,2023,74.82,23.705,0.07056936647955094,14.170454545454543
2023-01-05,2023,January,Q1,Winter,Female,New,Middle East,Kuwait,Electronics,Laptops,Lenovo ThinkPad X1,1742.44,1,0.15,1481.07,792.72,688.35,46.48,16.59,Standard,16,Cash on Delivery,Cancelled,1,1,2023,1481.07,688.35,0.011201361178067209,89.2748643761302
2023-01-05,2023,January,Q1,Winter,Male,Premium,Middle East,Egypt,Electronics,Smartphones,iPhone 14,1196.81,2,0.4,1436.17,1368.71,67.46,4.7,8.29,Economy,9,Credit Card,Delivered,1,1,2023,718.085,33.73,0.005772297151451429,173.24125452352234
2023-01-05,2023,January,Q1,Winter,Female,Premium,Middle East,Kuwait,Books & Media,Software,Photo Editing Suite,62.13,10,0.4,372.78,399.73,-26.95,-7.23,7.43,Economy,14,Bank Transfer,Delivered,1,1,2023,37.278,-2.695,0.019931326787917807,50.172274562584114
2023-01-05,2023,January,Q1,Winter,Male,Premium,Asia,South Korea,Beauty & Health,Supplements,Whey Protein 2kg,65.34,2,0.2,104.54,85.94,18.6,17.79,63.91,Overnight,20,PayPal,Delivered,1,1,2023,52.27,9.3,0.6113449397359861,1.6357377562196842
2023-01-05,2023,January,Q1,Winter,Female,Premium,North America,Canada,Electronics,Smartphones,Samsung Galaxy S23,983.27,2,0.1,1769.89,903.29,866.6,48.96,7.45,Standard,4,Credit Card,Delivered,1,1,2023,884.945,433.3,0.004209301143008887,237.56912751677854
2023-01-05,2023,January,Q1,Winter,Female,New,Middle East,Saudi Arabia,Beauty & Health,Supplements,Multivitamin Pack,32.46,2,0.3,45.44,30.22,15.22,33.49,7.21,Economy,8,PayPal,Delivered,1,1,2023,22.72,7.61,0.15867077464788734,6.302357836338419
2023-01-05,2023,January,Q1,Winter,Male,New,Europe,Spain,Electronics,Smartphones,Google Pixel 7,579.45,5,0.0,2897.25,1306.3,1590.95,54.91,30.85,Express,8,Bank Transfer,Delivered,1,1,2023,579.45,318.19,0.010648028302700837,93.91410048622366
2023-01-05,2023,January,Q1,Winter,Female,New,Middle East,Kuwait,Electronics,Tablets,Samsung Galaxy Tab S9,267.49,3,0.3,561.73,402.57,159.16,28.33,3.63,Economy,10,Google Pay,Delivered,1,1,2023,187.24333333333334,53.053333333333335,0.0064621793388282625,154.7465564738292
2023-01-05,2023,January,Q1,Winter,Female,New,Asia,India,Electronics,Headphones,AirPods Pro,335.33,4,0.05,1274.25,856.09,418.16,32.82,10.12,Standard,18,Cash on Delivery,Delivered,1,1,2023,318.5625,104.54,0.007941926623504021,125.91403162055337
2023-01-05,2023,January,Q1,Winter,Male,Regular,Middle East,Egypt,Clothing,Women's Wear,Blouse Top,50.52,5,0.2,202.08,137.61,64.47,31.9,2.04,Economy,12,PayPal,Returned,1,1,2023,40.416000000000004,12.894,0.01009501187648456,99.05882352941177
2023-01-06,2023,January,Q1,Winter,Male,Regular,Asia,China,Home & Kitchen,Kitchen Tools,Storage Container Set,87.53,4,0.25,262.59,213.14,49.45,18.83,4.88,Economy,18,Apple Pay,Delivered,1,1,2023,65.6475,12.3625,0.018584104497505617,53.80942622950819
2023-01-06,2023,January,Q1,Winter,Female,Regular,Asia,Japan,Clothing,Footwear,Puma Running Shoes,135.5,1,0.25,101.62,95.25,6.37,6.27,12.97,Standard,20,Google Pay,Delivered,1,1,2023,101.62,6.37,0.12763235583546545,7.8350038550501155
2023-01-06,2023,January,Q1,Winter,Male,Regular,Europe,France,Electronics,Tablets,Lenovo Tab P12,343.65,5,0.0,1718.25,1118.23,600.02,34.92,60.32,Overnight,8,Bank Transfer,Delivered,1,1,2023,343.65,120.00399999999999,0.03510548523206751,28.485576923076923
2023-01-06,2023,January,Q1,Winter,Female,Regular,Middle East,Kuwait,Books & Media,Books,Deep Work,23.37,4,0.0,93.48,66.0,27.48,29.4,39.91,Express,17,Apple Pay,Returned,1,1,2023,23.37,6.87,0.42693624304664096,2.342270107742421
2023-01-06,2023,January,Q1,Winter,Female,Regular,Middle East,Egypt,Beauty & Health,Skincare,Moisturizing Cream,88.03,1,0.25,66.02,49.75,16.27,24.64,73.99,Overnight,18,Cash on Delivery,Delivered,1,1,2023,66.02,16.27,1.1207209936382914,0.892282740910934
2023-01-06,2023,January,Q1,Winter,Female,Premium,Middle East,Saudi Arabia,Home & Kitchen,Furniture,Study Desk,445.65,3,0.1,1203.25,952.08,251.17,20.87,76.86,Overnight,10,Debit Card,Delivered,1,1,2023,401.0833333333333,83.72333333333333,0.06387699979222938,15.655087171480615
2023-01-06,2023,January,Q1,Winter,Male,Premium,Europe,Italy,Electronics,Smartphones,Xiaomi 13,423.51,3,0.0,1270.53,799.94,470.59,37.04,87.63,Overnight,13,Apple Pay,Cancelled,1,1,2023,423.51,156.86333333333332,0.06897121673632263,14.498801780212256
2023-01-07,2023,January,Q1,Winter,Female,Regular,Middle East,UAE,Electronics,Smartphones,Xiaomi 13,632.63,1,0.0,632.63,319.6,313.03,49.48,27.89,Express,13,Bank Transfer,Processing,1,1,2023,632.63,313.03,0.04408580054692316,22.68304051631409
2023-01-07,2023,January,Q1,Winter,Female,Regular,Asia,Japan,Home & Kitchen,Appliances,Air Fryer 5.5L,60.65,5,0.0,303.25,218.83,84.42,27.84,19.83,Standard,15,PayPal,Cancelled,1,1,2023,60.65,16.884,0.06539159109645507,15.292486132123047
2023-01-07,2023,January,Q1,Winter,Female,Regular,Asia,India,Clothing,Men's Wear,Slim Fit Jeans,100.42,7,0.4,421.76,442.36,-20.6,-4.88,92.91,Overnight,15,Cash on Delivery,Delivered,1,1,2023,60.25142857142857,-2.942857142857143,0.22029116084977238,4.539446776450328
2023-01-07,2023,January,Q1,Winter,Female,New,Asia,South Korea,Electronics,Headphones,AirPods Pro,149.56,5,0.4,448.68,474.63,-25.95,-5.78,38.44,Express,16,Apple Pay,Delivered,1,1,2023,89.736,-5.1899999999999995,0.08567353124721404,11.672216441207077
2023-01-07,2023,January,Q1,Winter,Male,Regular,Asia,India,Electronics,Tablets,Samsung Galaxy Tab S9,860.81,5,0.0,4304.05,2170.95,2133.1,49.56,41.67,Express,16,Debit Card,Delivered,1,1,2023,860.8100000000001,426.62,0.009681578977939382,103.2889368850492
2023-01-07,2023,January,Q1,Winter,Female,VIP,Middle East,Jordan,Home & Kitchen,Kitchen Tools,Mixing Bowl Set,30.75,8,0.0,246.0,180.53,65.47,26.61,6.46,Standard,15,Debit Card,Processing,1,1,2023,30.75,8.18375,0.026260162601626016,38.080495356037154
2023-01-07,2023,January,Q1,Winter,Male,VIP,Middle East,Kuwait,Beauty & Health,Supplements,Whey Protein 2kg,28.77,5,0.05,136.66,103.45,33.21,24.3,8.67,Economy,13,Credit Card,Delivered,1,1,2023,27.332,6.642,0.06344211912776233,15.76239907727797
2023-01-07,2023,January,Q1,Winter,Female,Premium,North America,Canada,Books & Media,Software,Photo Editing Suite,169.51,3,0.25,381.4,355.56,25.84,6.78,86.47,Overnight,8,Google Pay,Delivered,1,1,2023,127.13333333333333,8.613333333333333,0.22671735710540117,4.4107783046143165
2023-01-07,2023,January,Q1,Winter,Female,Premium,Europe,Spain,Home & Kitchen,Appliances,Air Fryer 5.5L,195.5,2,0.0,391.0,232.29,158.71,40.59,92.06,Overnight,6,PayPal,Delivered,1,1,2023,195.5,79.355,0.23544757033248082,4.247230067347382
2023-01-07,2023,January,Q1,Winter,Female,New,Middle East,Saudi Arabia,Home & Kitchen,Kitchen Tools,Storage Container Set,34.67,1,0.25,26.0,22.65,3.35,12.88,6.8,Economy,17,PayPal,Delivered,1,1,2023,26.0,3.35,0.26153846153846155,3.823529411764706
2023-01-08,2023,January,Q1,Winter,Male,Regular,North America,Mexico,Home & Kitchen,Kitchen Tools,Storage Container Set,100.86,3,0.4,181.55,191.93,-10.38,-5.72,3.13,Economy,5,PayPal,Delivered,1,1,2023,60.51666666666667,-3.4600000000000004,0.01724042963370972,58.00319488817892
2023-01-08,2023,January,Q1,Winter,Male,Regular,Middle East,Saudi Arabia,Home & Kitchen,Furniture,Study Desk,375.47,5,0.0,1877.35,1030.87,846.48,45.09,7.54,Economy,17,Apple Pay,Processing,1,1,2023,375.46999999999997,169.296,0.004016299571204091,248.98541114058355
2023-01-08,2023,January,Q1,Winter,Male,Regular,Asia,China,Electronics,Tablets,iPad Pro 12.9,551.36,1,0.0,551.36,285.67,265.69,48.19,4.52,Economy,23,Google Pay,Cancelled,1,1,2023,551.36,265.69,0.008197910621009866,121.98230088495576
2023-01-08,2023,January,Q1,Winter,Male,Regular,Asia,India,Clothing,Footwear,Nike Air Max,63.17,2,0.15,107.39,87.7,19.69,18.34,22.18,Express,12,Google Pay,Processing,1,1,2023,53.695,9.845,0.20653692150107086,4.841749323715058
2023-01-08,2023,January,Q1,Winter,Male,VIP,North America,Mexico,Clothing,Men's Wear,Chino Pants,74.89,7,0.15,445.6,320.46,125.14,28.08,14.85,Standard,8,Cash on Delivery,Delivered,1,1,2023,63.65714285714286,17.877142857142857,0.03332585278276481,30.00673400673401
2023-01-08,2023,January,Q1,Winter,Male,VIP,Asia,South Korea,Home & Kitchen,Furniture,TV Stand,94.06,7,0.0,658.42,394.46,263.96,40.09,8.9,Standard,12,Google Pay,Cancelled,1,1,2023,94.05999999999999,37.708571428571425,0.013517207861243585,73.97977528089886
2023-01-08,2023,January,Q1,Winter,Female,New,Europe,UK,Clothing,Men's Wear,Classic T-Shirt,47.34,1,0.15,40.24,32.32,7.92,19.68,26.08,Express,5,Google Pay,Returned,1,1,2023,40.24,7.92,0.6481113320079522,1.5429447852760738
2023-01-08,2023,January,Q1,Winter,Male,Regular,North America,Mexico,Books & Media,Software,Microsoft Office 365,117.0,3,0.0,351.0,209.36,141.64,40.35,60.32,Overnight,4,Cash on Delivery,Delivered,1,1,2023,117.0,47.21333333333333,0.17185185185185184,5.818965517241379
2023-01-08,2023,January,Q1,Winter,Male,Regular,Asia,Japan,Clothing,Men's Wear,Formal Shirt,82.04,9,0.2,590.69,436.2,154.49,26.15,25.79,Express,21,Bank Transfer,Delivered,1,1,2023,65.63222222222223,17.165555555555557,0.04366080346713165,22.903838697169448
2023-01-09,2023,January,Q1,Winter,Female,Premium,Asia,South Korea,Home & Kitchen,Appliances,Blender Pro,147.76,6,0.15,753.58,476.24,277.34,36.8,76.79,Overnight,20,PayPal,Delivered,1,1,2023,125.59666666666668,46.22333333333333,0.10190026274582659,9.813517385076182
2023-01-09,2023,January,Q1,Winter,Male,VIP,Middle East,Egypt,Books & Media,Software,Adobe Creative Cloud,52.67,6,0.1,284.42,177.29,107.13,37.67,46.72,Express,17,Apple Pay,Processing,1,1,2023,47.403333333333336,17.855,0.16426411644750719,6.087756849315069
2023-01-09,2023,January,Q1,Winter,Male,Premium,Asia,China,Books & Media,Software,Antivirus Pro,41.19,2,0.25,61.78,49.95,11.83,19.15,7.65,Standard,14,Google Pay,Delivered,1,1,2023,30.89,5.915,0.1238264810618323,8.075816993464052
2023-01-09,2023,January,Q1,Winter,Male,Regular,Asia,Singapore,Electronics,Tablets,Samsung Galaxy Tab S9,834.65,7,0.4,3505.53,4198.57,-693.04,-19.77,43.36,Express,17,Google Pay,Processing,1,1,2023,500.79,-99.00571428571428,0.012369028363756692,80.84709409594096
2023-01-09,2023,January,Q1,Winter,Male,Premium,North America,USA,Beauty & Health,Skincare,Sunscreen SPF50,86.23,2,0.3,120.72,83.47,37.25,30.86,10.52,Standard,7,Google Pay,Delivered,1,1,2023,60.36,18.625,0.08714380384360504,11.475285171102662
2023-01-09,2023,January,Q1,Winter,Female,New,Middle East,Kuwait,Beauty & Health,Supplements,Multivitamin Pack,73.38,2,0.15,124.75,102.74,22.01,17.64,14.88,Standard,15,Bank Transfer,Returned,1,1,2023,62.375,11.005,0.11927855711422847,8.383736559139784
2023-01-09,2023,January,Q1,Winter,Male,Regular,North America,USA,Books & Media,Software,Microsoft Office 365,115.32,1,0.5,57.66,79.7,-22.04,-38.22,32.83,Express,4,Debit Card,Delivered,1,1,2023,57.66,-22.04,0.5693721817551162,1.7563204386232105
2023-01-09,2023,January,Q1,Winter,Female,VIP,North America,Mexico,Clothing,Women's Wear,Blouse Top,139.76,5,0.3,489.16,444.61,44.55,9.11,60.92,Overnight,5,Debit Card,Cancelled,1,1,2023,97.83200000000001,8.91,0.12454002780276392,8.029546946815495
2023-01-09,2023,January,Q1,Winter,Male,Regular,Europe,Italy,Beauty & Health,Supplements,Multivitamin Pack,55.93,4,0.15,190.16,122.17,67.99,35.75,94.66,Overnight,5,Bank Transfer,Processing,1,1,2023,47.54,16.9975,0.4977913336137989,2.008873864356645
2023-01-09,2023,January,Q1,Winter,Male,VIP,Europe,France,Beauty & Health,Skincare,Vitamin C Serum,33.02,1,0.5,16.51,15.36,1.15,6.97,17.36,Standard,7,Bank Transfer,Returned,1,1,2023,16.51,1.15,1.0514839491217443,0.9510368663594472
